uid,guid,content,name,creationTime,isTop,referenceTime,firstCategory,secondCategory,thirdCategory,replyCount,score,nickname,userClient,productColor,productSize,plusAvailable,isMobile,days,afterDays,好评率,差评率,poorCountStr,平均分,generalCountStr,oneYear,showCount,showCountStr,好评数,generalRate,中评数,skuId,goodCountStr,poorRate,afterCount,goodRateStyle,差评数,poorRateStyle,generalRateStyle,commentCountStr,commentCount,商品id,afterCountStr,goodRate,中评率
16487820829,77167abea0dd39bd7769fbf0b499a241,垃圾手机玩@都能卡掉,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-19 23:20:48,False,2021-09-25 22:42:33,9987,653,655,0,1,****v,4,星纱,8GB+128GB,103,9.5.4,24,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15838494149,f93864ebe406324c09640deef6a12b48,钢化膜都不送，属实无语，知道这样就不买了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-20 11:58:52,False,2021-06-20 01:46:12,9987,653,655,1,1,背***神,2,星纱,8GB+128GB,201,10.0.1,0,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15761953776,34eed1d746582cc7edaa02a3dc66e120,电池掉电太快，续航太短！申请换货,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-04 22:33:23,False,2021-06-01 23:27:03,9987,653,655,2,1,****n,4,星纱,8GB+128GB,201,10.0.2,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16628425358,b14dbbb6f341f3eb4021e5795179f816,。。。。。一星都不想给，买完10天就掉价快200！！！！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-12 17:00:10,False,2021-10-17 16:02:58,9987,653,655,0,1,小***城,4,星纱,8GB+128GB,201,10.2.2,26,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16153353977,544c75073648daaeb56c90216b19ce87,保价一个月变成了一个星期？京东好样的。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-17 22:50:30,False,2021-08-04 10:57:38,9987,653,655,1,1,S***Q,4,星纱,8GB+128GB,103,10.1.0,13,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16367893749,10e20d93c1cd5cc39fdee73b3bbbd82e,不好用，语音识别太差了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-26 21:36:50,False,2021-09-04 16:22:35,9987,653,655,0,1,****n,4,星纱,8GB+128GB,0,10.1.4,22,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16335518074,dfe3bf970ddf9bfe3d050eee136328a5,以旧换新的，太坑了，什么也不想说。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-20 18:47:22,False,2021-09-17 19:57:44,9987,653,655,1,1,****o,4,星纱,8GB+128GB,203,10.1.4,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15826370776,d0a63fe4fdcd737fedaa02a3dc66e120,明明降价了120元，只要1679。却无法申请价保！差评！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-18 11:25:07,False,2021-06-12 21:16:56,9987,653,655,1,1,天***战,4,星纱,8GB+128GB,201,10.0.4,6,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16034032804,e0e97a6fa236e02a94a941730fc18e89,手机玩个游戏卡死，体验太差,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-24 15:56:27,False,2021-07-10 23:53:14,9987,653,655,1,1,****q,4,星纱,8GB+128GB,103,10.0.8,14,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15994603261,aa041072ff2546cb700ec79a5cf699d1,去小米官网查过了，是个翻新机，很无语,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-16 21:42:55,False,2021-07-15 22:47:12,9987,653,655,2,1,****3,4,星纱,8GB+128GB,0,10.0.8,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15798928962,0e4306fb14e36341e7274a2841991749,我买白色，发黑色差评，,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-12 21:27:17,False,2021-06-11 19:14:32,9987,653,655,2,1,a***2,4,星纱,8GB+128GB,0,10.0.4,1,114,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16440826485,ff69dd47a5fbf93c404bed1cf31c7120,京东在一个30元回归礼金的处理上，让我很失望,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-10 08:51:07,False,2021-10-01 18:32:55,9987,653,655,0,1,错***星,4,星纱,8GB+128GB,201,10.1.6,9,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15861468815,02d7bc085aeaa54729be235327a8f489,打游戏经常断流，体验感很差。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-24 10:00:22,False,2021-06-10 10:05:55,9987,653,655,1,1,****J,21,星纱,8GB+128GB,0,,14,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16118353383,6521c63e8cfd0445473d099ef2b6ae28,垃圾手机，1700多交了智商税。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-11 12:22:39,False,2021-07-25 11:32:43,9987,653,655,1,1,4***m,4,星纱,8GB+128GB,201,9.3.3,17,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15786076210,a929a65a2f7f52ffe751379fab6986a5,刚买第二天就降价了，申请价格保护还申请不了，再过两天又降了，你说气不气。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-09 23:54:32,False,2021-05-29 19:28:49,9987,653,655,1,1,舍***亲,4,星纱,8GB+128GB,201,10.0.2,11,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16399707394,0c76d8d77044fda1ddb207ea6fe89b9c,手机很烫，而且解锁慢，不推荐,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-02 13:44:34,False,2021-09-23 13:23:41,9987,653,655,0,1,龙***W,4,星纱,8GB+128GB,203,10.1.6,9,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16515108212,f1514f1eb796f7f26f5f3fa14126246f,很差 不值这个价 不给退货,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-25 11:19:17,False,2021-10-14 14:01:55,9987,653,655,0,1,****3,2,星纱,8GB+128GB,0,10.2.0,11,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15792443194,a6710ee491004af07a04d95b8f3c145b,其他不说，就这首发定金购买还没摸热呢这就降价，真的枉顾我支持了这么多年，首发隔周降价的操作是真的离谱，就这以后谁敢买你们家首发？！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-11 12:26:42,False,2021-05-26 23:23:37,9987,653,655,1,1,孤***4,4,星纱,8GB+128GB,201,10.0.2,16,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15862141607,c5ee23875d5ea355c64c18c79ee9fe21,信号差太差打电话10次9次打不通,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-24 12:04:26,False,2021-06-14 22:23:30,9987,653,655,1,1,****m,4,星纱,8GB+128GB,0,10.0.5,10,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16046052921,de9b5557766beba7f798285e37deca30,屏幕有黑点@，垃圾的要死,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-27 10:11:51,False,2021-07-24 21:47:35,9987,653,655,1,1,****a,4,星纱,8GB+128GB,203,10.0.8,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16158448308,a70345ef26073d443d4344347def5a9b,简直就是垃圾，游戏根本就玩不了。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-18 22:47:46,False,2021-08-14 17:46:00,9987,653,655,1,1,****p,4,星纱,8GB+128GB,0,10.1.0,4,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16606572927,5c4f5fd59767d88da1006f03821b0210,京东服务太差，手机放门口电话也不打一个,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-09 16:27:16,False,2021-11-07 09:03:02,9987,653,655,0,1,****v,4,星纱,8GB+128GB,0,10.2.2,2,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16668621858,ced8ef1c5e424c5512ab4cc045c07c57,信号很不稳定，特别是通话自动掉线。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-17 01:31:20,False,2021-11-03 06:31:18,9987,653,655,0,1,h***0,4,星纱,8GB+128GB,201,10.2.2,14,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16026675531,de3b092be8e4a6475952e6082ee7ddd8,刚买了啥都没有，第二天接着就送耳机，太坑人了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-22 20:18:37,False,2021-07-17 09:04:56,9987,653,655,1,1,1***p,4,星纱,8GB+128GB,201,10.0.8,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15969382799,802a892bcb6e84c09696c03f4a406e60,彝良县县城站点的速度真心慢。包裹到了站点两天都没有收到,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-11 22:10:54,False,2021-07-07 15:41:47,9987,653,655,1,1,p***6,4,星纱,8GB+128GB,203,10.0.6,4,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
17004360139,d07cb7791be59166fdcec3ea0e5d8d39,差评，买完就降价，还自动签收   差价都找不了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-01-17 17:44:35,False,2022-01-03 14:55:01,9987,653,655,1,1,****1,4,星纱,8GB+128GB,103,10.3.3,14,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
17035639338,4bbd6a3ab1d8f13c8fbe1cac611edc8a,说好的二十一号到，都二十三了才到，真的是慢,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-01-23 12:41:16,False,2022-01-20 09:35:00,9987,653,655,1,1,****9,4,星纱,8GB+128GB,0,10.3.4,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16239360128,d7528aebf359bbb2fc04c2f66a1da2b4,打吃鸡掉帧，客服是机器人，买贵了，吃鸡闪屏最烦,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-02 13:52:15,False,2021-08-30 01:02:52,9987,653,655,1,1,为***物,4,星纱,8GB+128GB,103,10.1.2,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16929230112,bc59fc30284e8c52b3101d45fc2d7bfc,垃圾手机，别买，出现了系统瘫痪的问题,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-01-02 14:34:06,False,2021-11-04 08:50:14,9987,653,655,0,1,****X,2,星纱,8GB+128GB,103,10.3.0,59,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16722511993,6a8a1af5f7cc5f0d9854ddf66e8e2982,用了没多久就卡的要死，真的卡的不行！！！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-25 22:16:46,False,2021-10-04 20:41:16,9987,653,655,0,1,凌***乙,4,星纱,8GB+128GB,103,10.2.4,52,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16857931405,26c1f7683389165e854ac508cf9c04d7,垃圾手机声音太差屏幕音效：差的不得了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-22 22:30:51,False,2021-12-07 14:16:52,9987,653,655,0,1,****i,4,星纱,8GB+128GB,0,10.3.0,15,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16498432772,593077db4d1bd2b48ed3601b266821b0,服气了，新手机电池一天也用不到。太差劲了。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-22 02:17:55,False,2021-09-26 19:28:27,9987,653,655,0,1,u***z,21,星纱,8GB+128GB,0,,26,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
17010835723,b430f5f363c055cd0db7bd39d123a087,非常不满意，一直降价,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-01-18 19:53:55,False,2021-12-24 22:51:19,9987,653,655,1,1,d***i,4,星纱,8GB+128GB,201,10.3.4,25,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16621034869,9375ca63625363c8f7f17652892bb525,再也不在双十一前就买，所谓价保太坑了，他不算优惠券，亏大发了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-11 17:48:24,False,2021-11-01 15:45:47,9987,653,655,0,1,卡***爵,0,星纱,8GB+128GB,201,,10,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16492105320,b875bf8ea05cad237649659fa97e7720,买了不到一周降价100块，还不给补差价，什么垃圾玩意,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-20 20:44:00,False,2021-10-14 20:34:56,9987,653,655,0,1,是***啊,4,星纱,8GB+128GB,201,10.2.0,6,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15926030009,d00d9c8f5c27eab1a8c6df112dbc4f34,miui还是差点意思，手机特别重，客服业务水平差，态度差,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-05 00:27:45,False,2021-06-24 00:17:57,9987,653,655,1,1,d***l,2,星纱,8GB+128GB,0,10.0.6,11,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
17039317295,f7b42ffac9d2cb32a1f908daa751c27f,快递服务真的很差，还是京东的服务，每次都不经过同意扔快递驿站。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-01-23 21:55:45,False,2022-01-20 23:09:57,9987,653,655,1,1,a***8,4,星纱,8GB+128GB,201,10.3.4,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16634641812,11d44ab1858d311a9cc4cd66309c1d62,手机打电话听筒声音太小了，听不清楚,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-13 15:10:23,False,2021-11-05 16:58:31,9987,653,655,0,1,万***O,2,星纱,8GB+128GB,0,10.1.6,8,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16631210349,8c85e7fa6511ae90a26cc4538e0b5339,一点也不好，视频卡顿，死机，谁买谁后悔,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-12 23:15:43,False,2021-09-12 15:04:21,9987,653,655,1,1,****7,4,星纱,8GB+128GB,103,10.1.6,61,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16240063806,ca22ef178ec0a86b14e2fc2ef1da6596,差评！影响心情！小米京东旗舰店卖红米手机！！！这不是诱导吗？差评，最不满意的一次购物！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-02 16:35:12,False,2021-08-26 13:16:08,9987,653,655,1,1,奥***丶,4,星纱,8GB+128GB,0,10.1.2,7,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16545874892,6e2341ca68f2fda2ec477d488e5f43f0,"我前一天买1799,第二天就降价了，还申请不了价保、太垃圾了",Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-31 12:07:58,False,2021-10-29 11:43:46,9987,653,655,0,1,****9,2,星纱,8GB+128GB,0,10.2.0,2,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16293762614,a56876dd80e5c5657dd0138b173787c5,后盖振手，后盖振手，后盖振手，黑屏，最差劲的手机。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-12 19:37:35,False,2021-08-28 18:43:40,9987,653,655,5,1,****7,4,星纱,8GB+128GB,0,10.1.4,15,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16052356856,dec4bc1678ff45a4270fa414889b001f,手机卡死了，看直播连购物车都点不开，反应慢死了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-28 20:13:37,False,2021-06-20 22:55:38,9987,653,655,1,1,****u,4,星纱,8GB+128GB,103,10.0.6,38,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16048084231,4a2e0af70b2f9228552d879b442f2e5a,定位太差劲！很不准确！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-27 18:14:55,False,2021-05-31 20:41:53,9987,653,655,1,1,云***子,4,星纱,8GB+128GB,201,10.0.8,57,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15811766548,6043dea2be58d42c1e77859ef10c0301,发热严重，热了会有滴滴响声，就跟开锅似的，客服服务很差,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-15 20:42:19,False,2021-06-01 16:23:06,9987,653,655,1,1,帅***0,2,星纱,8GB+128GB,103,10.0.2,14,21,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16136345503,3dba2d1a4ba08f01d41aa61e3bb79c23,昨天才买1899***今天就只要1799了，坑。送个耳机还不保价，坑啊,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-14 21:54:16,False,2021-08-13 22:38:31,9987,653,655,1,1,朔***6,4,星纱,8GB+128GB,201,10.0.6,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15941990178,ed1f232093b958a5c9f0b3a1949770bb,垃圾手机，严重发热喇叭声音小这好评**怎么来的,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-07 18:40:22,False,2021-07-05 06:35:01,9987,653,655,1,1,那***淡,4,星纱,8GB+128GB,0,10.0.6,2,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15830295294,6aec1154fc23aad2624b752b765cdfc6,买的时候说是保价，结果第二天就降价100元，找客服就是个种推脱解决不了，到现在也没把100元钱退我。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-18 22:48:18,False,2021-06-02 23:07:30,9987,653,655,1,1,x***0,4,星纱,8GB+128GB,0,10.0.0,16,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16798710592,bd1560bf065cb3f4cd774805ecd62928,我用了一段时间才来评价的，手机特垃圾。新手机特卡。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-11 17:55:29,False,2021-10-24 08:37:07,9987,653,655,0,1,天***w,21,星纱,8GB+128GB,0,,48,51,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16401487929,33e4e28272aa4a1f9d9d559cc8424b02,非常差，一个月就出现卡到黑屏自动重启自动断WIFI,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-02 18:38:06,False,2021-09-05 18:57:07,9987,653,655,2,1,****5,4,星纱,8GB+128GB,0,10.1.6,27,27,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15838409933,02f8b180593f695132333d53f52fd409,质量真的不咋地，打电话提示关机，换货京东服务也太差,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-20 11:43:18,False,2021-06-16 09:30:25,9987,653,655,1,1,****c,4,星纱,8GB+128GB,103,10.0.4,4,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
